,ADSB_VEHICLE.lat,ADSB_VEHICLE.lon
669,42.2017,-83.336215
670,42.2017,-83.336215
671,42.2017,-83.336215
672,42.2017,-83.336215
673,42.2017,-83.336215
674,42.2017,-83.336215
675,42.01373,-83.377294
676,42.22065,-83.335393
677,42.2206,-83.335445
678,42.21951,-83.334676
679,42.23024,-83.334511
680,42.21983,-83.335065
681,42.5727,-83.357419
682,42.5727,-83.357419
683,42.22108,-83.336947
684,42.22968,-83.334447
685,42.21949,-83.334872
686,42.22841,-83.333014
687,42.22116,-83.335359
688,42.22116,-83.335359
689,42.22105,-83.335365
690,42.21554,-83.335001
691,42.22683,-83.335088
692,42.22374,-83.335331
693,42.2725,-83.329534
694,42.57792,-83.346525
695,42.2155,-83.334947
696,42.2203,-83.334041
697,42.21953,-83.334936
698,42.26352,-83.382005
699,42.26352,-83.382005
700,42.26352,-83.382005
701,42.26352,-83.382005
702,42.26352,-83.382005
703,42.26352,-83.382005
704,42.26352,-83.382005
705,42.26352,-83.382005
706,42.26352,-83.382005
707,42.26352,-83.382005
708,42.26352,-83.382005
709,42.26352,-83.382005
710,42.26352,-83.382005
711,42.26352,-83.382005
712,42.26352,-83.382005
713,42.26352,-83.382005
714,42.26352,-83.382005
715,42.26352,-83.382005
716,42.26352,-83.382005
717,42.26352,-83.382005
718,42.26352,-83.382005
719,42.26352,-83.382005
720,42.26352,-83.382005
721,42.26352,-83.382005
722,42.26352,-83.382005
723,42.26352,-83.382005
724,42.26352,-83.382005
725,42.26352,-83.382005
726,42.26352,-83.382005
727,42.26352,-83.382005
728,42.26352,-83.382005
729,42.26352,-83.382005
730,42.26352,-83.382005
731,42.26352,-83.382005
732,42.26352,-83.382005
733,42.26352,-83.382005
734,42.26352,-83.382005
735,42.26352,-83.382005
736,42.26352,-83.382005
737,42.26352,-83.382005
738,42.26352,-83.382005
739,42.26352,-83.382005
740,42.26352,-83.382005
741,42.26352,-83.382005
742,42.26352,-83.382005
743,42.26352,-83.382005
744,42.26352,-83.382005
745,42.26352,-83.382005
746,42.26352,-83.382005
747,42.26352,-83.382005
748,42.26352,-83.382005
749,42.26352,-83.382005
750,42.26352,-83.382005
751,42.26352,-83.382005
752,42.26352,-83.382005
753,42.26352,-83.382005
754,42.26352,-83.382005
755,42.22387,-83.33656
756,42.21,-83.336247
757,42.22065,-83.335393
758,42.2206,-83.335445
759,42.21951,-83.334676
760,42.21983,-83.335065
761,42.20346,-83.336393
762,42.22108,-83.336947
763,42.22968,-83.334447
764,42.21949,-83.334872
765,42.22841,-83.333014
766,42.22116,-83.335359
767,42.67735,-83.342684
768,42.22374,-83.335331
769,42.2725,-83.329534
770,42.2203,-83.334041
771,42.21554,-83.335001
772,42.21554,-83.335001
773,42.21554,-83.335001
774,42.21554,-83.335001
775,42.21554,-83.335001
776,42.21554,-83.335001
777,42.21554,-83.335001
778,42.21554,-83.335001
779,42.21554,-83.335001
780,42.21554,-83.335001
781,42.21554,-83.335001
782,42.21554,-83.335001
783,42.21554,-83.335001
784,42.21554,-83.335001
785,42.21554,-83.335001
786,42.21554,-83.335001
787,42.21554,-83.335001
788,42.21554,-83.335001
789,42.21554,-83.335001
790,42.21554,-83.335001
791,42.21554,-83.335001
792,42.21554,-83.335001
793,42.21554,-83.335001
794,42.21554,-83.335001
795,42.21554,-83.335001
796,42.21554,-83.335001
797,42.21554,-83.335001
798,42.21554,-83.335001
799,42.21554,-83.335001
800,42.21554,-83.335001
801,42.21554,-83.335001
802,42.21554,-83.335001
803,42.21554,-83.335001
804,42.21554,-83.335001
805,42.21554,-83.335001
806,42.21554,-83.335001
807,42.21554,-83.335001
808,42.21554,-83.335001
809,42.21554,-83.335001
810,42.21554,-83.335001
811,42.21554,-83.335001
812,42.21554,-83.335001
813,42.21554,-83.335001
814,42.21554,-83.335001
815,42.21554,-83.335001
816,42.21554,-83.335001
817,42.21554,-83.335001
818,42.21554,-83.335001
819,42.21554,-83.335001
820,42.21554,-83.335001
821,42.21554,-83.335001
822,42.21554,-83.335001
823,42.21554,-83.335001
824,42.21554,-83.335001
825,42.21554,-83.335001
826,42.21554,-83.335001
827,42.21554,-83.335001
828,42.21554,-83.335001
829,42.21554,-83.335001
830,42.21554,-83.335001
831,42.21554,-83.335001
832,42.21554,-83.335001
833,42.21554,-83.335001
834,42.21554,-83.335001
835,42.21554,-83.335001
836,42.21554,-83.335001
837,42.21554,-83.335001
838,42.21554,-83.335001
839,42.21554,-83.335001
840,42.21554,-83.335001
841,42.21554,-83.335001
842,42.21554,-83.335001
843,42.21554,-83.335001
844,42.21554,-83.335001
845,42.21554,-83.335001
846,42.21554,-83.335001
847,42.21554,-83.335001
848,42.21,-83.336247
849,42.22387,-83.33656
850,42.22387,-83.33656
851,42.22065,-83.335393
852,42.21951,-83.334676
853,42.23024,-83.334511
854,42.21983,-83.335065
855,42.2082,-83.334005
856,42.22108,-83.336947
857,42.21462,-83.335226
858,42.21949,-83.334872
859,42.21953,-83.334936
860,42.22116,-83.335359
861,42.20359,-83.336382
862,42.67748,-83.342616
863,42.22683,-83.335088
864,42.27035,-83.329696
865,42.57792,-83.346525
866,42.21554,-83.335001
867,42.21554,-83.335001
868,42.21554,-83.335001
869,42.21554,-83.335001
870,42.21554,-83.335001
871,42.21554,-83.335001
872,42.21554,-83.335001
873,42.21554,-83.335001
874,42.21554,-83.335001
875,42.21554,-83.335001
876,42.21554,-83.335001
877,42.21554,-83.335001
878,42.21554,-83.335001
879,42.21554,-83.335001
880,42.21554,-83.335001
881,42.21554,-83.335001
882,42.21554,-83.335001
883,42.21554,-83.335001
884,42.21554,-83.335001
885,42.21554,-83.335001
886,42.21554,-83.335001
887,42.21554,-83.335001
888,42.21554,-83.335001
889,42.21554,-83.335001
890,42.21554,-83.335001
891,42.21554,-83.335001
892,42.21554,-83.335001
893,42.21554,-83.335001
894,42.21554,-83.335001
895,42.21554,-83.335001
896,42.21554,-83.335001
897,42.21554,-83.335001
898,42.21554,-83.335001
899,42.21554,-83.335001
900,42.21554,-83.335001
901,42.21554,-83.335001
902,42.21554,-83.335001
903,42.21554,-83.335001
904,42.21554,-83.335001
905,42.21554,-83.335001
906,42.21554,-83.335001
907,42.21554,-83.335001
908,42.21554,-83.335001
909,42.21554,-83.335001
910,42.21554,-83.335001
911,42.21554,-83.335001
912,42.21554,-83.335001
913,42.21554,-83.335001
914,42.21554,-83.335001
915,42.21554,-83.335001
916,42.21554,-83.335001
917,42.22972,-83.334443
918,42.85839,-83.317757
919,42.21,-83.336247
920,42.21,-83.336247
921,42.57144,-83.357825
922,42.22067,-83.335393
923,42.2206,-83.335445
924,42.21951,-83.334676
925,42.21294,-83.335653
926,42.2203,-83.334041
927,42.21953,-83.334936
928,42.22116,-83.335359
929,42.6777,-83.342496
930,42.22683,-83.335088
931,42.22374,-83.335331
932,42.27035,-83.329696
933,42.2155,-83.334947
934,42.2155,-83.334947
935,42.21554,-83.335001
936,42.22975,-83.334443
937,42.85839,-83.317757
938,42.85839,-83.317757
939,42.85839,-83.317757
940,42.85839,-83.317757
941,42.85839,-83.317757
942,42.85839,-83.317757
943,42.85839,-83.317757
944,42.85839,-83.317757
945,42.85839,-83.317757
946,42.85839,-83.317757
947,42.85839,-83.317757
948,42.85839,-83.317757
949,42.85839,-83.317757
950,42.85839,-83.317757
951,42.85839,-83.317757
952,42.85839,-83.317757
953,42.85839,-83.317757
954,42.85839,-83.317757
955,42.85839,-83.317757
956,42.85839,-83.317757
957,42.85839,-83.317757
958,42.85839,-83.317757
959,42.85839,-83.317757
960,42.85839,-83.317757
961,42.85839,-83.317757
962,42.85839,-83.317757
963,42.85839,-83.317757
964,42.85839,-83.317757
965,42.85839,-83.317757
966,42.85839,-83.317757
967,42.85839,-83.317757
968,42.85839,-83.317757
969,42.85839,-83.317757
970,42.85839,-83.317757
971,42.85839,-83.317757
972,42.85839,-83.317757
973,42.85839,-83.317757
974,42.85839,-83.317757
975,42.85839,-83.317757
976,42.85839,-83.317757
977,42.85839,-83.317757
978,42.85839,-83.317757
979,42.85839,-83.317757
980,42.85839,-83.317757
981,42.85839,-83.317757
982,42.85839,-83.317757
983,42.85839,-83.317757
984,42.85839,-83.317757
985,42.85839,-83.317757
986,42.85839,-83.317757
987,42.85839,-83.317757
988,42.85839,-83.317757
989,42.85839,-83.317757
990,42.85839,-83.317757
991,42.85839,-83.317757
992,42.85839,-83.317757
993,42.85839,-83.317757
994,42.85839,-83.317757
995,42.22417,-83.336739
996,42.57144,-83.357825
997,42.22067,-83.335391
998,42.2206,-83.335445
999,42.21951,-83.334676
1000,42.23024,-83.334501
1001,42.23024,-83.334501
1002,42.23024,-83.334501
1003,42.23024,-83.334501
1004,42.23024,-83.334501
1005,42.2203,-83.334041
1006,42.21983,-83.335065
1007,42.35406,-83.31879
1008,42.22108,-83.336947
1009,42.21949,-83.334872
1010,42.21953,-83.334936
1011,42.22114,-83.335359
1012,42.22841,-83.333014
1013,42.22105,-83.335365
1014,42.67778,-83.342442
1015,42.27035,-83.329696
1016,42.57545,-83.346606
1017,42.2155,-83.334947
1018,42.2155,-83.334947
1019,42.2155,-83.334947
1020,42.2155,-83.334947
1021,42.2155,-83.334947
1022,42.2155,-83.334947
1023,42.2155,-83.334947
1024,42.2155,-83.334947
1025,42.2155,-83.334947
1026,42.2155,-83.334947
1027,42.2155,-83.334947
1028,42.2155,-83.334947
1029,42.2155,-83.334947
1030,42.2155,-83.334947
1031,42.2155,-83.334947
1032,42.2155,-83.334947
1033,42.2155,-83.334947
1034,42.2155,-83.334947
1035,42.2155,-83.334947
1036,42.2155,-83.334947
1037,42.2155,-83.334947
1038,42.2155,-83.334947
1039,42.2155,-83.334947
1040,42.2155,-83.334947
1041,42.2155,-83.334947
1042,42.2155,-83.334947
1043,42.2155,-83.334947
1044,42.2155,-83.334947
1045,42.2155,-83.334947
1046,42.2155,-83.334947
1047,42.2155,-83.334947
1048,42.2155,-83.334947
1049,42.2155,-83.334947
1050,42.2155,-83.334947
1051,42.2155,-83.334947
1052,42.2155,-83.334947
1053,42.2155,-83.334947
1054,42.2155,-83.334947
1055,42.2155,-83.334947
1056,42.2155,-83.334947
1057,42.2155,-83.334947
1058,42.2155,-83.334947
1059,42.2155,-83.334947
